2790
293.939, 235, 101, 250, 132
287.476, 217, 121, 248, 152
284.187, 241, 73, 272, 136
278.578, 241, 105, 272, 168
272.645, 233, 81, 296, 112
270.943, 235, 103, 250, 118
267.229, 217, 105, 280, 168
266.228, 217, 117, 280, 148
265.069, 241, 141, 272, 156
261.558, 241, 65, 272, 192
258.525, 265, 103, 296, 118
256.898, 237, 109, 252, 124
255.105, 233, 93, 296, 124
253.675, 241, 113, 272, 144
253.646, 221, 105, 252, 168
253.465, 241, 81, 272, 112
252.526, 231, 111, 246, 126
251.649, 257, 105, 320, 168
248.262, 225, 107, 288, 122
247.477, 225, 105, 288, 136
244.454, 235, 97, 250, 160
242.664, 245, 141, 276, 172
242.552, 233, 73, 296, 136
241.25, 241, 119, 272, 134
241.202, 249, 113, 264, 176
241.18, 245, 101, 276, 132
240.424, 233, 95, 296, 110
240.089, 241, 129, 272, 160
239.533, 265, 85, 328, 116
238.379, 217, 129, 280, 160
238.176, 235, 121, 250, 152
237.255, 209, 81, 336, 208
237.168, 227, 105, 242, 168
236.939, 225, 145, 288, 160
236.815, 225, 105, 352, 168
235.04, 243, 73, 258, 136
234.608, 241, 81, 256, 112
233.571, 225, 141, 288, 172
233.461, 257, 105, 288, 168
232.36, 265, 91, 296, 106
232.214, 257, 93, 288, 124
231.777, 241, 101, 272, 116
229.747, 241, 125, 368, 156
229.507, 249, 105, 312, 120
228.009, 289, 81, 320, 112
227.83, 249, 105, 312, 136
226.754, 251, 109, 266, 140
226.165, 245, 105, 260, 136
225.98, 219, 121, 234, 152
224.841, 241, 81, 272, 96
224.615, 233, 83, 296, 98
224.356, 269, 89, 300, 120
224.262, 237, 111, 268, 126
224.059, 209, 129, 272, 144
222.582, 249, 81, 264, 208
222.251, 233, 89, 296, 104
222.195, 225, 129, 288, 192
221.563, 255, 73, 270, 136
221.424, 241, 103, 256, 118
221.108, 225, 111, 256, 126
220.981, 249, 111, 312, 126
220.57, 273, 93, 288, 124
220.563, 259, 93, 274, 124
220.217, 249, 125, 312, 156
219.213, 265, 105, 280, 168
219.21, 235, 149, 250, 164
218.853, 265, 99, 328, 114
218.624, 217, 139, 280, 154
218.326, 289, 73, 320, 136
218.296, 225, 117, 288, 132
218.165, 235, 145, 250, 176
217.161, 217, 81, 280, 208
216.165, 247, 133, 262, 164
215.969, 269, 105, 300, 168
215.71, 257, 81, 320, 144
215.634, 255, 65, 270, 192
215.251, 241, 145, 272, 208
214.699, 225, 105, 352, 136
214.575, 229, 105, 260, 120
214.037, 209, 81, 336, 144
214.026, 289, 107, 320, 122
213.149, 243, 65, 258, 192
212.462, 309, 113, 340, 176
212.131, 249, 73, 264, 136
211.887, 225, 141, 352, 172
211.698, 265, 85, 296, 100
211.116, 229, 149, 244, 164
210.894, 209, 93, 336, 124
210.8, 265, 65, 328, 192
210.646, 229, 105, 260, 136
210.232, 273, 153, 288, 184
210.232, 319, 113, 334, 176
209.654, 241, 153, 304, 184
209.232, 233, 141, 248, 156
209.097, 249, 111, 280, 126
209.079, 249, 137, 312, 168
208.548, 235, 133, 250, 164
208.285, 265, 105, 296, 136
208.217, 269, 89, 284, 104
207.413, 281, 113, 344, 176
206.954, 235, 81, 250, 208
206.638, 241, 105, 256, 168
206.485, 233, 151, 296, 166
205.743, 217, 135, 248, 150
205.303, 261, 157, 292, 188
204.499, 257, 145, 288, 208
204.412, 265, 113, 280, 128
204.266, 241, 65, 304, 192
203.943, 193, 129, 320, 160
203.706, 259, 113, 274, 176
203.604, 265, 81, 296, 144
203.248, 249, 149, 280, 164
202.161, 265, 143, 328, 158
202.109, 233, 117, 248, 132
201.905, 221, 119, 252, 134
201.615, 265, 129, 296, 160
201.334, 311, 105, 326, 120
200.913, 225, 165, 288, 196
200.469, 279, 91, 294, 106
200.218, 229, 149, 244, 180
200.123, 273, 105, 336, 136
199.887, 209, 81, 336, 112
199.683, 257, 91, 320, 106
199.661, 233, 141, 264, 172
198.988, 263, 149, 278, 164
198.916, 237, 87, 268, 102
198.661, 273, 149, 336, 180
198.439, 273, 153, 336, 168
198.341, 289, 65, 320, 192
198.323, 221, 113, 236, 176
198.206, 209, 145, 336, 208
197.901, 225, 117, 240, 148
197.635, 279, 89, 294, 120
196.748, 261, 111, 292, 126
196.394, 267, 85, 282, 116
196.089, 243, 145, 258, 208
195.98, 265, 85, 328, 100
195.391, 221, 145, 252, 160
194.954, 193, 117, 320, 148
194.917, 229, 129, 260, 192
194.082, 261, 107, 276, 122
193.969, 271, 105, 286, 168
193.913, 229, 81, 260, 208
193.823, 249, 153, 312, 216
193.244, 1, 113, 400, 176
193.15, 261, 81, 276, 144
192.59, 221, 145, 252, 176
192.451, 233, 93, 264, 124
192.288, 267, 129, 282, 160
192.259, 241, 95, 272, 110
192.139, 229, 125, 260, 156
191.935, 245, 117, 260, 148
191.891, 241, 93, 256, 124
191.863, 273, 103, 288, 118
191.856, 237, 165, 268, 196
191.845, 273, 153, 288, 168
191.691, 265, 77, 296, 108
191.688, 225, 101, 288, 116
191.564, 265, 97, 280, 128
191.423, 245, 141, 260, 156
191.375, 253, 129, 268, 160
191.259, 65, 65, 320, 192
191.15, 265, 97, 296, 112
191.142, 209, 165, 336, 196
190.728, 255, 141, 270, 156
190.589, 225, 153, 352, 184
190.578, 245, 155, 276, 170
190.443, 261, 151, 292, 166
189.774, 253, 73, 284, 136
189.658, 259, 121, 274, 152
189.6, 257, 101, 272, 116
189.116, 217, 123, 280, 138
189.007, 263, 109, 278, 140
188.68, 225, 151, 256, 166
188.01, 289, 105, 320, 136
187.781, 287, 85, 302, 116
187.417, 1, 81, 400, 208
187.334, 225, 157, 288, 172
186.966, 177, 121, 304, 184
186.861, 259, 141, 274, 172
186.461, 213, 129, 244, 144
186.428, 235, 121, 250, 184
186.191, 257, 145, 272, 208
185.751, 265, 65, 296, 192
185.221, 237, 129, 268, 144
185.21, 307, 109, 322, 140
185.067, 251, 145, 266, 208
184.995, 281, 105, 296, 168
184.442, 249, 111, 264, 126
184.405, 257, 97, 384, 224
184.3, 247, 101, 262, 116
184.263, 249, 129, 312, 192
184.158, 201, 129, 264, 192
184.071, 273, 109, 336, 124
183.376, 275, 77, 290, 108
183.278, 231, 155, 246, 170
182.601, 239, 155, 254, 170
182.586, 237, 73, 252, 136
182.372, 315, 111, 330, 126
181.924, 217, 153, 280, 184
181.721, 265, 117, 296, 132
181.608, 145, 65, 272, 192
181.59, 231, 73, 246, 136
181.168, 247, 81, 262, 112
180.932, 313, 133, 344, 164
180.677, 235, 89, 250, 120
180.601, 253, 141, 268, 172
180.146, 265, 161, 328, 192
180.059, 295, 65, 310, 192
179.771, 261, 145, 292, 176
179.695, 297, 121, 328, 184
179.586, 261, 65, 276, 192
179.564, 301, 81, 332, 208
179.371, 279, 101, 294, 116
179.262, 251, 131, 266, 146
179.124, 237, 145, 252, 208
179.051, 285, 95, 316, 110
178.898, 241, 141, 256, 172
178.68, 273, 153, 304, 184
178.586, 311, 121, 326, 184
178.549, 227, 143, 242, 158
178.462, 253, 81, 284, 112
178.454, 281, 137, 344, 168
177.89, 313, 159, 328, 174
177.879, 279, 81, 294, 144
177.804, 267, 157, 282, 188
177.658, 301, 109, 332, 124
177.556, 253, 65, 284, 192
177.552, 273, 153, 304, 168
177.447, 307, 149, 322, 180
176.89, 285, 81, 300, 208
176.887, 273, 145, 336, 208
176.876, 129, 129, 384, 192
176.861, 253, 99, 284, 114
176.792, 281, 105, 312, 168
176.337, 233, 131, 296, 146
176.323, 223, 145, 238, 176
176.119, 277, 65, 308, 192
175.984, 259, 155, 274, 170
175.864, 249, 117, 312, 132
175.751, 233, 157, 264, 172
175.751, 277, 81, 308, 144
175.748, 241, 115, 256, 130
175.726, 177, 145, 304, 176
175.646, 225, 179, 288, 194
175.62, 239, 97, 254, 112
175.304, 265, 145, 296, 160
175.221, 301, 65, 316, 192
175.188, 307, 111, 322, 126
174.966, 285, 81, 300, 144
174.541, 281, 141, 312, 172
174.435, 223, 137, 238, 152
174.406, 263, 145, 278, 208
174.195, 273, 145, 288, 208
173.962, 257, 157, 288, 172
173.831, 249, 157, 312, 172
173.736, 227, 117, 242, 132
173.405, 237, 149, 268, 164
173.289, 215, 121, 230, 184
173.165, 301, 105, 332, 136
172.965, 257, 83, 272, 98
172.929, 1, 137, 400, 200
172.725, 267, 81, 282, 144
172.627, 297, 149, 328, 180
172.529, 241, 129, 256, 144
172.056, 279, 85, 294, 100
171.954, 291, 81, 306, 144
171.928, 269, 145, 300, 208
171.721, 241, 153, 272, 184
171.085, 33, 105, 288, 168
170.841, 261, 81, 276, 112
170.826, 257, 145, 384, 208
170.357, 229, 153, 260, 216
170.15, 313, 145, 344, 160
170.052, 285, 93, 316, 124
169.848, 255, 119, 270, 134
169.706, 281, 145, 312, 208
169.59, 253, 129, 284, 160
169.579, 253, 91, 284, 106
169.175, 241, 91, 256, 106
169.128, 311, 93, 326, 124
169.018, 317, 113, 332, 144
168.92, 277, 113, 308, 128
168.691, 193, 149, 256, 180
168.578, 225, 129, 240, 160
168.553, 229, 105, 244, 136
168.262, 233, 135, 248, 150
168.251, 281, 169, 312, 200
168.131, 305, 73, 320, 136
167.924, 237, 179, 268, 194
167.917, 259, 93, 274, 108
167.658, 217, 129, 248, 192
167.549, 241, 139, 304, 154
167.149, 113, 53, 240, 84
167.131, 269, 97, 284, 112
166.905, 293, 97, 324, 160
166.898, 255, 81, 270, 112
166.345, 305, 165, 320, 180
166.221, 319, 149, 334, 164
166.214, 201, 101, 264, 132
166.003, 289, 101, 320, 116
165.985, 253, 105, 284, 120
165.883, 313, 145, 328, 176
165.447, 289, 107, 304, 122
165.338, 129, 153, 256, 184
165.232, 305, 81, 320, 112
165.064, 209, 65, 272, 128
164.955, 243, 109, 258, 124
164.624, 257, 73, 320, 104
164.522, 241, 77, 304, 92
163.995, 185, 49, 248, 176
163.77, 285, 83, 316, 98
163.639, 267, 143, 282, 158
163.537, 295, 137, 310, 168
163.173, 281, 73, 344, 136
163.165, 217, 101, 248, 132
162.842, 231, 145, 246, 208
162.74, 257, 133, 320, 148
162.646, 285, 149, 300, 180
162.635, 201, 147, 264, 162
162.492, 231, 97, 246, 112
162.474, 193, 33, 320, 160
162.431, 257, 165, 272, 196
162.027, 217, 133, 248, 164
161.973, 329, 129, 344, 160
161.718, 271, 105, 286, 136
161.518, 295, 113, 310, 176
161.514, 201, 115, 264, 130
161.176, 305, 97, 320, 160
161.056, 279, 101, 294, 132
160.943, 257, 105, 272, 136
160.86, 299, 73, 314, 136
160.79, 225, 73, 256, 136
160.747, 243, 81, 258, 96
160.725, 261, 117, 292, 148
160.507, 293, 117, 324, 148
160.143, 225, 153, 288, 216
160.023, 229, 139, 260, 154
159.834, 297, 161, 328, 176
159.823, 161, 73, 288, 136
159.815, 277, 109, 308, 140
159.725, 285, 109, 300, 140
159.59, 237, 163, 268, 178
159.401, 279, 65, 294, 192
159.39, 287, 95, 302, 110
159.383, 235, 161, 250, 192
159.375, 249, 165, 280, 196
159.27, 267, 65, 282, 192
158.808, 269, 83, 284, 98
158.8, 279, 137, 294, 200
158.691, 273, 117, 336, 148
158.556, 225, 33, 256, 160
158.39, 213, 65, 244, 128
158.353, 223, 149, 238, 164
158.266, 193, 41, 320, 104
157.815, 317, 117, 332, 132
157.713, 283, 151, 298, 166
157.695, 233, 163, 296, 178
157.342, 285, 33, 316, 288
157.248, 305, 151, 336, 166
157.248, 307, 65, 322, 192
157.135, 233, 123, 248, 138
156.898, 257, 57, 320, 120
156.796, 265, 57, 296, 120
156.658, 273, 73, 288, 136
156.345, 257, 153, 272, 184
155.909, 259, 131, 274, 146
155.909, 265, 163, 296, 178
155.902, 285, 145, 300, 208
155.887, 289, 145, 352, 160
155.767, 265, 145, 280, 176
155.669, 161, 145, 288, 208
155.593, 293, 81, 308, 112
155.552, 265, 181, 296, 196
155.458, 261, 129, 292, 256
155.454, 213, 49, 244, 176
155.447, 241, 123, 304, 138
155.33, 229, 49, 244, 176
155.308, 281, 77, 296, 108
155.243, 289, 133, 352, 148
155.214, 227, 97, 242, 224
155.199, 225, 107, 240, 122
155.138, 273, 129, 288, 160
155.112, 319, 137, 334, 168
154.996, 1, 129, 400, 256
154.872, 129, 41, 384, 104
154.748, 209, 89, 272, 120
154.665, 309, 125, 324, 156
154.225, 249, 131, 280, 146
154.217, 273, 159, 336, 174
